0
INDF
INDR.JK
INDS
INDX.JK
INDY
INKP.JK
INPC.JK
INPP.JK
INRU.JK
INTA
INTD.JK
INTP.JK
JIHD.JK
JKON.JK
JKSW.JK
JPFA.JK
JRPT.JK
JSMR.JK
JSPT.JK
JTPE.JK
KAEF.JK
KARW.JK
KBLI.JK
KBLM.JK
KBLV.JK
KBRI.JK
KDSI.JK
KIAS.JK
KICI.JK
KIJA.JK
KKGI.JK
KLBF.JK
KOBX.JK
KOIN
KONI.JK
KOPI.JK
KPIG.JK
KRAH.JK
KRAS.JK
KREN.JK
LAPD.JK
LCGP.JK
LEAD
LINK
LION
LMAS.JK
LMPI.JK
LMSH.JK
LPCK.JK
LPGI.JK
LPIN.JK
LPKR.JK
LPLI.JK
LPPF.JK
LPPS.JK
LRNA.JK
LSIP.JK
LTLS.JK
MAGP
MAIN
MAMI.JK
MAPI.JK
MASA.JK
MAYA.JK
MBAP.JK
MBSS.JK
MBTO.JK
MCOR.JK
MDIA
MDKA.JK
MDLN.JK
MDRN.JK
MEDC.JK
MEGA.JK
MERK.JK
META
MFIN
MFMI.JK
MGNA.JK
MICE.JK
MIDI.JK
MIKA.JK
MIRA
MITI
MKPI.JK
MLBI.JK
MLIA.JK
MLPL.JK
MLPT.JK
MMLP
MNCN.JK
MPMX.JK
MPPA.JK
MRAT.JK
MREI.JK
MSKY.JK
MTDL.JK
MTFN.JK
MTLA.JK
MTSM.JK
MYOH.JK
MYOR.JK
MYRX
MYTX.JK
NELY.JK
NIKL
NIPS.JK
NIRO.JK
NISP.JK
NOBU.JK
NRCA.JK
OCAP.JK
OKAS.JK
OMRE.JK
PADI.JK
PALM.JK
PANR.JK
PANS.JK
PBRX.JK
PDES.JK
PEGE.JK
PGAS
PGLI.JK
PICO.JK
PJAA.JK
PKPK.JK
PLAS.JK
PLIN.JK
PNBN.JK
PNBS.JK
PNIN.JK
PNLF.JK
PNSE.JK
POLY.JK
POOL
PPRO.JK
PRAS.JK
PSAB.JK
PSDN.JK
PSKT.JK
PTBA.JK
PTIS.JK
PTPP.JK
PTRO.JK
PTSN.JK
PTSP.JK
PUDP.JK
PWON.JK
PYFA.JK
RAJA.JK
RALS.JK
RANC.JK
RBMS.JK
RDTX.JK
RELI
RICY.JK
RIGS
RIMO.JK
RODA.JK
ROTI.JK
RUIS.JK
SAFE
SAME.JK
SCCO
SCMA.JK
SCPI.JK
SDMU.JK
SDPC.JK
SDRA.JK
SGRO.JK
SHID.JK
SIDO.JK
SILO
SIMA
SIMP.JK
SIPD.JK
SKBM.JK
SKLT.JK
SKYB.JK
SMAR
SMBR.JK
SMCB.JK
SMDM.JK
SMDR.JK
SMGR.JK
SMMA.JK
SMMT
SMRA.JK
SMRU.JK
SMSM.JK
SOCI.JK
SONA.JK
SPMA.JK
SQMI.JK
SRAJ.JK
SRIL.JK
SRSN
SRTG.JK
SSIA.JK
SSMS.JK
SSTM.JK
STAR.JK
STTP.JK
SUGI.JK
SULI.JK
SUPR.JK
TALF.JK
TARA
TAXI.JK
TBIG.JK
TBLA
TBMS.JK
TCID.JK
TELE.JK
TFCO.JK
TGKA.JK
TIFA.JK
TINS.JK
TIRA.JK
TIRT.JK
TKIM.JK
TLKM.JK
TMAS.JK
TMPO.JK
TOBA.JK
TOTL
TOTO.JK
TOWR.JK
TPIA
TPMA.JK
TRAM.JK
TRIL.JK
TRIM.JK
TRIO.JK
TRIS.JK
TRST
TRUS.JK
TSPC.JK
ULTJ.JK
UNIC.JK
UNIT
UNSP.JK
UNTR.JK
UNVR.JK
VICO.JK
VINS
VIVA.JK
VOKS.JK
VRNA
WAPO.JK
WEHA.JK
WICO.JK
WIIM.JK
WIKA.JK
WINS.JK
WOMF.JK
WSKT.JK
WTON.JK
YPAS.JK
YULE.JK
ZBRA
SHIP
CASA.JK
DAYA.JK
DPUM.JK
IDPR.JK
JGLE.JK
KINO.JK
MARI.JK
MKNT.JK
MTRA.JK
PRDA.JK
BOGA.JK
BRIS.JK
PORT
CARS
MINA.JK
FORZ
CLEO.JK
TAMU.JK
CSIS.JK
TGRA.JK
FIRE.JK
TOPS
KMTR.JK
ARMY.JK
MAPB.JK
WOOD
HRTA.JK
MABA.JK
HOKI.JK
MPOW.JK
MARK
NASA.JK
MDKI.JK
BELL.JK
KIOS.JK
GMFI
MTWI.JK
ZINC.JK
MCAS.JK
PPRE.JK
WEGE.JK
PSSI.JK
MORA.JK
DWGL.JK
PBID.JK
JMAS.JK
CAMP
IPCM.JK
PCAR
LCKM.JK
BOSS
HELI.JK
JSKY.JK
INPS.JK
GHON.JK
TDPM.JK
DFAM.JK
NICK
BTPS.JK
SPTO.JK
PRIM
HEAL.JK
TRUK.JK
PZZA
TUGU.JK
MSIN.JK
SWAT.JK
KPAL.JK
TNCA.JK
MAPA.JK
TCPI.JK
IPCC.JK
RISE.JK
BPTR.JK
POLL.JK
NFCX.JK
MGRO
NUSA
FILM.JK
ANDI
LAND
MOLI.JK
PANI.JK
DIGI
CITY.JK
SAPX
KPAS.JK
SURE
HKMU.JK
MPRO
DUCK.JK
GOOD
SKRN.JK
YELO.JK
CAKK.JK
SATU.JK
SOSS.JK
DEAL.JK
POLA
DIVA.JK
LUCK.JK
URBN
SOTS.JK
ZONE
PEHA.JK
FOOD.JK
BEEF.JK
POLI.JK
CLAY.JK
NATO
JAYA.JK
COCO
MTPS.JK
CPRI
HRME.JK
POSA.JK
JAST.JK
FITT.JK
BOLA.JK
CCSI
SFAN.JK
POLU.JK
KJEN.JK
KAYU.JK
ITIC
PAMG.JK
IPTV.JK
BLUE
ENVY.JK
EAST
LIFE.JK
FUJI.JK
KOTA.JK
INOV
ARKA
SMKL.JK
HDIT.JK
KEEN.JK
BAPI.JK
TFAS.JK
GGRP.JK
OPMS.JK
NZIA.JK
SLIS.JK
PURE
IRRA.JK
DMMX.JK
SINI.JK
WOWS.JK
ESIP.JK
TEBE.JK
KEJU.JK
PSGO.JK
AGAR.JK
IFSH
REAL
IFII.JK
PMJS.JK
UCID.JK
GLVA.JK
PGJO.JK
AMAR.JK
CSRA.JK
INDO
AMOR.JK
TRIN
DMND.JK
PURA
PTPW.JK
TAMA.JK
IKAN.JK
AYLS.JK
DADA
ASPI
ESTA
BESS.JK
AMAN.JK
CARE
SAMF.JK
SBAT.JK
KBAG.JK
CBMF.JK
RONY.JK
CSMI.JK
BBSS.JK
BHAT
CASH
TECH
EPAC
UANG.JK
PGUN.JK
SOFA.JK
PPGL.JK
TOYS.JK
SGER
TRJA.JK
PNGO.JK
SCNP.JK
BBSI
KMDS.JK
PURI.JK
SOHO
HOMI.JK
ROCK
ENZO.JK
PLAN.JK
PTDU.JK
ATAP.JK
VICI
PMMP.JK
WIFI.JK
FAPA.JK
DCII.JK
KETR.JK
DGNS.JK
UFOE.JK
BANK.JK
WMUU.JK
EDGE.JK
UNIQ.JK
BEBS.JK
SNLK.JK
ZYRX.JK
LFLO.JK
FIMP.JK
TAPG.JK
NPGF.JK
LUCY
ADCP.JK
HOPE
MGLV.JK
TRUE
LABA.JK
ARCI.JK
IPAC
MASB.JK
BMHS.JK
FLMC.JK
NICL.JK
UVCR.JK
BUKA.JK
HAIS.JK
OILS.JK
GPSO.JK
MCOL.JK
RSGK.JK
RUNS.JK
SBMA.JK
CMNT
GTSI.JK
IDEA
KUAS.JK
BOBA.JK
MTEL.JK
DEPO.JK
BINO.JK
CMRY.JK
WGSH.JK
TAYS.JK
WMPP.JK
RMKE.JK
OBMD.JK
AVIA.JK
IPPE.JK
NASI.JK
BSML.JK
DRMA
ADMR.JK
SEMA.JK
ASLC.JK
NETV.JK
BAUT.JK
ENAK.JK
NTBK.JK
SMKM.JK
STAA
NANO.JK
BIKE.JK
WIRG.JK
SICO.JK
GOTO.JK
TLDN
MTMH.JK
WINR
IBOS.JK
OLIV.JK
ASHA.JK
SWID.JK
TRGU.JK
ARKO
CHEM.JK
DEWI.JK
AXIO.JK
KRYA.JK
HATM.JK
RCCC.JK
GULA.JK
JARR.JK
AMMS.JK
RAFI
KKES.JK
ELPI.JK
EURO.JK
KLIN.JK
TOOL.JK
BUAH.JK
CRAB.JK
MEDS
COAL
PRAY
CBUT.JK
BELI.JK
MKTR.JK
OMED.JK
BSBK
PDPP.JK
KDTN.JK
ZATA.JK
NINE
MMIX.JK
PADA.JK
ISAP.JK
VTNY.JK
SOUL.JK
ELIT.JK
BEER.JK
CBPE.JK
SUNI.JK
CBRE
WINE.JK
BMBL
PEVE.JK
LAJU.JK
FWCT.JK
NAYZ.JK
IRSX.JK
PACK
VAST.JK
CHIP.JK
HALO
KING.JK
PGEO.JK
FUTR.JK
HILL.JK
BDKR.JK
PTMP.JK
SAGE
TRON.JK
CUAN.JK
NSSS.JK
GTRA.JK
HAJJ.JK
PIPA.JK
NCKL.JK
MENN.JK
AWAN.JK
MBMA.JK
RAAM.JK
DOOH.JK
JATI.JK
TYRE.JK
MPXL.JK
SMIL.JK
KLAS.JK
MAXI
VKTR.JK
RELF.JK
AMMN.JK
CRSN.JK
GRPM
WIDI.JK
TGUK.JK
INET.JK
MAHA.JK
RMKO.JK
CNMA.JK
FOLK.JK
HBAT.JK
GRIA.JK
PPRI.JK
ERAL.JK
CYBR
MUTU.JK
LMAX.JK
HUMI.JK
MSIE.JK
RSCH.JK
BABY.JK
AEGS.JK
IOTF.JK
KOCI.JK
PTPS.JK
BREN.JK
STRK.JK
KOKA.JK
LOPI.JK
UDNG.JK
RGAS.JK
MSTI
IKPM.JK
AYAM.JK
SURI
ASLI.JK
CGAS.JK
NICE
MSJA.JK
SMLE
ACRO.JK
MANG.JK
GRPH.JK
SMGA.JK
UNTD.JK
TOSK.JK
MPIX.JK
ALII.JK
MKAP.JK
MEJA.JK
LIVE
HYGN
BAIK.JK
VISI.JK
AREA
MHKI.JK
ATLA.JK
DATA.JK
SOLA.JK
BATR.JK
SPRE
PART.JK
GOLF
ISEA.JK
BLES
GUNA.JK
LABS.JK
DOSS.JK
NEST.JK
PTMR.JK
VERN.JK
DAAZ.JK
BOAT
OASA.JK
POWR.JK
INCF.JK
WSBP.JK
PBSA.JK
IPOL.JK
ISAT.JK
ISSP.JK
ITMA.JK
ITMG.JK
JAWA.JK
JECC.JK
